0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0
0	0	2	0	0	0	0	0	0	0
0	0	3	0	0	0	0	0	0	0
0	3	5	0	0	0	0	0	0	0
0	9	6	0	0	0	0	0	0	0
0	12	9	0	0	0	0	0	0	0
0	18	17	1	0	0	0	0	0	0
0	26	28	5	0	0	0	0	0	0
0	39	36	12	0	0	0	0	0	0
1	52	53	18	0	0	0	0	0	0
2	62	84	30	1	1	0	0	0	0
3	81	105	44	2	1	1	0	0	0
4	100	130	55	3	1	1	0	0	0
4	112	155	60	4	1	2	1	0	0
5	127	176	67	5	1	2	1	0	0
6	141	193	86	7	1	3	1	0	0
7	151	204	96	7	1	3	1	0	0
7	161	213	101	8	1	4	1	0	0
7	168	227	104	8	1	4	1	0	0
8	174	234	107	8	1	4	1	0	0
8	187	242	107	8	1	4	1	0	0
9	189	246	109	8	1	4	1	0	0
10	192	249	112	8	1	4	1	0	0
10	193	252	113	8	1	4	1	0	0
10	195	254	113	8	1	4	1	0	0
10	197	257	113	8	1	4	1	0	0
10	198	258	113	8	1	4	1	0	0
10	199	258	113	8	1	4	1	0	0
10	199	260	113	8	1	4	1	0	0
10	200	260	114	8	1	4	1	0	0
10	201	260	115	8	1	4	1	0	0
10	203	261	115	8	1	4	1	0	0
10	204	261	115	8	1	4	1	0	0
10	204	261	115	8	1	4	1	0	0
10	204	261	115	8	1	4	1	0	0
0	158	225	207	7	3	3	2	0	0
0	208	228	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	10	193	100	277	20	1	4	1	0
0	47	203	174	169	7	1	5	0	0
0	151	190	243	14	3	3	2	0	0
0	186	234	171	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	158	225	208	7	3	3	2	0	0
0	158	225	208	7	3	3	2	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	208	229	154	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	186	234	171	9	1	4	1	0	0
0	151	194	243	10	3	3	2	0	0
0	147	158	279	14	3	3	2	0	0
0	102	165	301	30	2	4	2	0	0
0	102	165	301	30	2	4	2	0	0
0	78	178	239	98	7	3	3	0	0
0	102	156	296	40	6	3	3	0	0
0	140	144	300	14	3	3	2	0	0
0	151	169	264	14	3	3	2	0	0
0	151	194	243	10	3	3	2	0	0
0	155	206	230	7	3	3	2	0	0
0	158	225	208	7	3	3	2	0	0
0	158	225	208	7	3	3	2	0	0
